data_filename,colSemantics,colSemantics_s10,colSemantics_s20,colSemantics_s30,colSemantics_s40,colSemantics_s50,colSemantics_s60,colSemantics_s70,colSemantics_s80,colSemantics_s90,colSemantics_s95,colSemantics_s98,colSemantics_s99,colNames,colScores,colComplete,colTypes,colLen
7cdef5be079976d589563498ba1801d9317588a120c4816961c08dbe696b6af1.text.csv,"['code', 'year']","['code', 'year']","['code', 'year']","['code', 'year']","['code', 'year']","['code', 'year']",['year'],['year'],[],[],[],[],[],"['IncomeCategory', ' IncomeCategoryDesc']","[0.5207, 0.7909]","[1.0, 1.0]","[dtype('O'), dtype('O')]","[3.5, 23.25]"
2dfdae56b7e139b560c7aae93f0845bb1baf19c5a2aaa9fd56b111838808365d.text.csv,"['country', 'category', 'position', 'rank', 'rank', 'position', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'state', 'state', 'region']","['country', 'category', 'position', 'rank', 'rank', 'position', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'state', 'state', 'region']","['country', 'category', 'position', 'rank', 'rank', 'position', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'state', 'state', 'region']","['country', 'category', 'position', 'rank', 'rank', 'position', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'rank', 'state', 'state', 'region']","['country', 'category', 'rank', 'state', 'state', 'region']","['country', 'category', 'state', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category']","['country', 'category']","['country', 'category']","['country', 'category']","['genderEconCountry', 'genderEconThreshold', 'genderEconCan an unmarried woman apply for a passport in the same way as an unmarried man?', 'genderEconCan a married woman apply for a passport in the same way as a married man?', 'genderEconCan an unmarried woman travel outside the country in the same way as an unmarried man?', 'genderEconCan a married woman travel outside the country in the same way as a married man?', 'genderEconCan an unmarried woman travel outside her home in the same way as an unmarried man?', 'genderEconCan a married woman travel outside her home in the same way as a married man?', 'genderEconCan an unmarried woman get a job or pursue a trade or profession in the same way as an unmarried man?', 'genderEconCan a married woman get a job or pursue a trade or profession in the same way as a married man?', 'genderEconCan an unmarried woman sign a contract in the same way as an unmarried man?', 'genderEconCan a married woman sign a contract in the same way as a married man?', 'genderEconCan an unmarried woman register a business in the same way as an unmarried man?', 'genderEconCan a married woman register a business in the same way as a married man?', 'genderEconCan an unmarried woman open a bank account in the same way as an unmarried man?', 'genderEconCan a married woman open a bank account in the same way as a married man?', 'genderEconCan an unmarried woman choose where to live in the same way as an unmarried man?', 'genderEconCan a married woman choose where to live in the same way as a married man?', 'genderEconCan an unmarried woman confer citizenship on her children in the same way as an unmarried man?', 'genderEconCan a married woman confer citizenship on her children in the same way as a married man?', 'genderEconCan an unmarried woman be ""head of household"" or ""head of family"" in the same way as an unmarried man?', 'genderEconCan a married woman be ""head of household"" or ""head of family"" in the same way as a married man?', 'genderEconCountryCode']","[0.9947, 0.9994, 0.3316, 0.4138, 0.3527, 0.3141, 0.2459, 0.3457, 0.2459, 0.3525, 0.2459, 0.3491, 0.2459, 0.3276, 0.2459, 0.3183, 0.2459, 0.3546, 0.3505, 0.3439, 0.4215, 0.59, 0.8135]","[1.0, 1.0, 1.0, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.8233, 0.3454, 0.3481, 0.577, 0.6667, 0.577, 1.0]","[dtype('O'), dtype('int64'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('O')]","[8.9398, 3.3735, 2.9839, 2.826, 2.988, 2.9759, 3.0, 2.9357, 3.0, 2.8581, 3.0, 2.988, 3.0, 2.9625, 3.0, 2.9719, 3.0, 2.7778, 2.9264, 2.8876, 2.988, 2.7189, 2.0]"
f005d30ac771e9601534e78e88d1787f6021f2392979a5a6834d8e58e1ebcab2.text.csv,"['area', 'description', 'description', 'description', 'format', 'artist', 'status', 'category']","['area', 'description', 'description', 'description', 'format', 'artist', 'status', 'category']","['area', 'description', 'description', 'description', 'format', 'artist', 'status']","['description', 'description', 'description', 'format']","['description', 'description', 'description', 'format']","['description', 'description', 'description', 'format']","['description', 'description', 'description', 'format']","['description', 'description', 'description']","['description', 'description', 'description']","['description', 'description', 'description']","['description', 'description']","['description', 'description']",[],"['Spreadsheet tab', 'Spreadsheet Title', 'Variable', 'Description / Notes', 'Data type', 'Acceptable values', 'Required?', 'Accepts null values?']","[0.2616, 0.9886, 0.9489, 0.9883, 0.6077, 0.2832, 0.2178, 0.1573]","[0.9714, 1.0, 1.0, 0.8571, 1.0, 0.9905, 0.181, 0.9714, 0.9714]","[dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('float64'), dtype('O'), dtype('O'), dtype('O')]","[26.3714, 92.6571, 26.0667, 93.9524, 7.6095, 5.781, 1.0571, 1.0571]"
d97dca84965ad6da866ce3c590afe9723e8d885b9f5c7ce2e2a7d640d667eb4e.text.csv,"['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'area']","['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'area']","['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'area']","['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'area']","['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'area']","['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'state', 'area']","['area', 'state', 'state', 'state', 'state', 'state', 'state', 'state']","['state', 'state', 'state', 'state']","['state', 'state', 'state', 'state']",[],[],[],[],"['Reporting Area', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Confirmed Current week, flag ', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Confirmed Previous 52 weeks Med, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Confirmed Previous 52 weeks Max, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Confirmed Cum 2017, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Confirmed Cum 2016, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Probable Current week, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Probable Previous 52 weeks Med, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Probable Previous 52 weeks Max, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Probable Cum 2017, flag', 'Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139)§, Probable Cum 2016, flag', 'Location 1']","[0.6652, 0.5142, 0.8138, 0.8138, 0.6618, 0.6616, 0.4902, 0.8138, 0.8138, 0.6136, 0.5296, 0.5006]","[1.0, 1.0, 1.0, 0.1315, 0.8685, 0.9848, 0.0152, 0.9848, 0.0152, 0.6515, 0.3485, 0.7021, 0.2979, 0.0798, 0.9202, 0.9848, 0.0152, 0.9848, 0.0152, 0.5006, 0.4994, 0.1986, 0.8014, 0.8209, 0.0]","[dtype('O'), dtype('int64'), dtype('int64'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('O'), dtype('float64')]","[9.0149, 1.2629, 2.9696, 2.9696, 2.3031, 2.4041, 1.1596, 2.9696, 2.9696, 2.0011, 1.3972, 27.6114]"
74a0b0f764269f666108703102cd2556cf9bcb9399b788ab96a49e6aa234f6c5.text.csv,['year'],['year'],['year'],['year'],['year'],['year'],['year'],['year'],['year'],['year'],[],[],[],['Month of Occurrence'],[0.9341],"[1.0, 0.6364, 0.6364, 0.6364, 0.6364]","[dtype('O'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('float64')]",[6.0909]
e7d4963529b74f79e836c166579ab7dd8fee4548e150e078e976930ef50b20d5.text.csv,"['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category', 'region']","['country', 'category']","['conCorCountry', 'conCorThreshold', 'conCorCountryCode']","[0.9949, 0.9998, 0.9839]","[1.0, 1.0, 1.0, 0.9882, 0.9882, 0.3158, 0.3158, 0.3158, 0.3158, 0.3158, 1.0]","[dtype('O'), dtype('int64'), dtype('O'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('float64'), dtype('O')]","[8.9875, 3.375, 2.0]"
4e7b7a49e633522d47e1a1ecb9ecdef7955492bb9dc34667db0568cd31081647.text.csv,"['order', 'age']","['order', 'age']","['order', 'age']","['order', 'age']","['order', 'age']","['order', 'age']","['order', 'age']","['order', 'age']","['order', 'age']",['age'],['age'],['age'],['age'],"['height', 'geometry']","[0.849, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[dtype('int64'), dtype('O'), dtype('float64'), dtype('float64'), dtype('O'), dtype('bool')]","[4.0976, 3550.9915]"
158f5ae8fe945a599bb04fca6027e5e4b492bd9b3f2243e6e5fbb5bfbc40604c.text.csv,"['class', 'day', 'result', 'status', 'status']","['class', 'day', 'result', 'status', 'status']","['class', 'day', 'result', 'status', 'status']","['class', 'day', 'result', 'status', 'status']","['class', 'day', 'status', 'status']","['class', 'day', 'status', 'status']","['class', 'day', 'status']",['status'],['status'],['status'],['status'],[],[],"['DataExtractDate', 'ReportPeriod', 'Arrival_Departure', 'Domestic_International', 'FlightType']","[0.6534, 0.6444, 0.3808, 0.5229, 0.9685]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('int64')]","[22.0, 22.0, 7.9778, 10.3665, 11.4715]"
dd9361e347531fe8fa42a0671b7a3c65cc9ac30bd7c1525ab1b1ede6a328c03e.text.csv,"['year', 'day', 'name', 'location', 'notes', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'class', 'weight', 'class', 'region', 'region', 'position']","['year', 'day', 'name', 'location', 'notes', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'class', 'weight', 'class', 'region', 'region', 'position']","['year', 'day', 'name', 'location', 'notes', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'class', 'class', 'region', 'region', 'position']","['year', 'day', 'name', 'location', 'notes', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'class', 'class', 'region', 'region', 'position']","['year', 'day', 'name', 'location', 'notes', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'class', 'region', 'region', 'position']","['year', 'day', 'name', 'location', 'notes', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'region', 'region']","['year', 'day', 'name', 'location', 'description', 'description', 'description', 'location', 'status', 'location', 'address', 'region']","['year', 'day', 'name', 'location', 'description', 'description', 'description', 'location', 'location', 'address']","['year', 'day', 'name', 'location', 'description', 'description', 'description', 'location', 'location', 'address']","['day', 'name', 'location', 'description', 'description', 'description', 'location', 'address']","['day', 'name', 'location', 'description', 'description', 'description', 'address']","['day', 'name', 'location', 'description', 'description', 'description', 'address']","['name', 'location', 'description', 'description', 'description', 'address']","['Creation Date', 'Accession Number', 'Artist', 'Credit Line', 'Display Title', 'Display Dimensions', 'Medium', 'Media & Support', 'Facility ', 'Current Location', 'Location Description', 'Street Address', 'Street Address 2', 'District Name', 'Geocoding Source', 'Geocoding Accuracy Type', 'Longitude', 'point']","[0.8173, 0.988, 0.995, 1.0, 0.5539, 1.0, 0.9998, 1.0, 0.8306, 0.6105, 0.9011, 1.0, 0.4715, 0.1823, 0.3483, 0.5056, 0.6068, 0.4009]","[0.9788, 0.9735, 0.9936, 0.9873, 0.9936, 0.9023, 0.9841, 0.9894, 0.9713, 0.9926, 0.8715, 0.9915, 0.0032, 0.9947, 0.8758, 0.4947, 0.4947, 0.8758, 0.8758, 0.8652]","[dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('float64'), dtype('O'), dtype('float64'), dtype('O'), dtype('O')]","[4.5467, 8.2399, 17.0828, 116.5478, 24.035, 17.1953, 22.0265, 27.6136, 20.2686, 12.6338, 18.7431, 31.7718, 3.0159, 9.6306, 11.0361, 6.1975, 10.0849, 25.776]"
9a6618d8b9ab8d554c9a596df2cefa781d9a257379cf971a5aa595b1e7509d47.text.csv,"['name', 'description', 'format', 'album', 'type', 'status']","['name', 'description', 'format', 'album', 'type', 'status']","['name', 'description', 'format', 'album', 'status']","['name', 'description', 'format', 'album', 'status']","['name', 'description', 'format', 'album']","['name', 'description', 'format', 'album']","['description', 'format', 'album']","['description', 'format', 'album']",[],[],[],[],[],"['Spreadsheet tab', 'Element or value display name', 'Description', 'Data type', 'Acceptable values', 'Required', 'Accepts null value']","[nan, 0.5187, 0.7967, 0.7727, 0.7316, 0.1902, 0.3358]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0455, 1.0, 1.0]","[dtype('O'), dtype('O'), dtype('O'), dtype('O'), dtype('int64'), dtype('O'), dtype('O'), dtype('O')]","[23.0, 5.8182, 36.2727, 6.3182, 3.8182, 1.0, 1.0]"
